JD,alt
2459690.30329861,414.952
2459690.30335648,414.992
2459690.30341435,415.033
2459690.30347222,415.075
2459690.30353009,415.117
2459690.30358796,415.158
2459690.30364583,415.2
2459690.3037037,415.244
2459690.30376157,415.286
2459690.30381944,415.329
2459690.30387731,415.372
2459690.30394676,415.418
2459690.30400463,415.462
2459690.3040625,415.505
2459690.30412037,415.548
2459690.30417824,415.596
2459690.30423611,415.64
2459690.30429398,415.684
2459690.30435185,415.728
2459690.3044213,415.78
2459690.30447917,415.824
2459690.30453704,415.869
2459690.30459491,415.913
2459690.30466435,415.967
2459690.30472222,416.011
2459690.30478009,416.056
2459690.30483796,416.101
2459690.30490741,416.156
2459690.30496528,416.201
2459690.30502315,416.246
2459690.30508102,416.292
2459690.30515046,416.345
2459690.30520833,416.39
2459690.3052662,416.435
2459690.30532407,416.481
2459690.30539352,416.534
2459690.30545139,416.58
2459690.30550926,416.625
2459690.30556713,416.671
2459690.30563657,416.724
2459690.30569444,416.769
2459690.30575231,416.815
2459690.30581019,416.86
2459690.30586806,416.914
2459690.30592593,416.959
2459690.3059838,417.004
2459690.30604167,417.049
2459690.30611111,417.103
2459690.30616898,417.148
2459690.30622685,417.193
2459690.30628472,417.238
2459690.30635417,417.29
2459690.30641204,417.334
2459690.30646991,417.379
2459690.30652778,417.423
2459690.30659722,417.475
2459690.30665509,417.519
2459690.30671296,417.563
2459690.30677083,417.607
2459690.30684028,417.659
2459690.30689815,417.702
2459690.30695602,417.745
2459690.30701389,417.788
2459690.30708333,417.838
2459690.3071412,417.88
2459690.30719907,417.923
2459690.30725694,417.965
2459690.30731481,418.012
2459690.30737269,418.054
2459690.30743056,418.096
2459690.30748843,418.137
2459690.30755787,418.183
2459690.30761574,418.224
2459690.30767361,418.264
2459690.30773148,418.305
2459690.30780093,418.352
2459690.3078588,418.392
2459690.30791667,418.432
2459690.30797454,418.471
2459690.30803241,418.516
2459690.30809028,418.555
2459690.30814815,418.594
2459690.30820602,418.632
2459690.30827546,418.674
2459690.30833333,418.712
2459690.3083912,418.749
2459690.30844907,418.786
2459690.30851852,418.828
2459690.30857639,418.864
2459690.30863426,418.9
2459690.30869213,418.936
2459690.30875,418.974
2459690.30880787,419.009
2459690.30886574,419.044
2459690.30892361,419.078
2459690.30898148,419.114
2459690.30905093,419.148
2459690.30909722,419.181
2459690.30915509,419.214
2459690.30922454,419.249
2459690.30928241,419.281
2459690.30934028,419.313
2459690.30939815,419.344
2459690.30945602,419.377
2459690.30951389,419.407
2459690.30957176,419.438
2459690.30962963,419.467
2459690.3096875,419.498
2459690.30974537,419.527
2459690.30980324,419.556
2459690.30986111,419.584
2459690.30993056,419.614
2459690.30998843,419.641
2459690.3100463,419.668
2459690.31010417,419.694
2459690.31016204,419.722
2459690.31021991,419.747
2459690.31027778,419.773
2459690.31033565,419.797
2459690.31039352,419.824
2459690.31045139,419.848
2459690.31050926,419.871
2459690.31056713,419.894
2459690.31063657,419.919
2459690.31069444,419.942
2459690.31075232,419.963
2459690.31081018,419.984
2459690.31087963,420.007
2459690.3109375,420.027
2459690.31099537,420.047
2459690.31105324,420.067
2459690.31111111,420.088
2459690.31116898,420.106
2459690.31122685,420.124
2459690.31128472,420.142
2459690.31135417,420.161
2459690.31141204,420.178
2459690.31146991,420.194
2459690.31152778,420.21
2459690.31159722,420.228
2459690.31165509,420.243
2459690.31171296,420.257
2459690.31177083,420.27
2459690.31184028,420.286
2459690.31189815,420.299
2459690.31195602,420.311
2459690.31201389,420.323
2459690.31207176,420.336
2459690.31212963,420.347
2459690.31219907,420.357
2459690.31224537,420.367
2459690.31231481,420.378
2459690.31237269,420.387
2459690.31243056,420.395
2459690.31248843,420.403
2459690.31255787,420.412
2459690.31261574,420.419
2459690.31267361,420.426
2459690.31273148,420.432
2459690.31278935,420.438
2459690.31284722,420.443
2459690.31290509,420.448
2459690.31296296,420.452
2459690.31302083,420.456
2459690.3130787,420.46
2459690.31313657,420.463
2459690.31319444,420.465
2459690.31326389,420.467
2459690.31332176,420.469
2459690.31337963,420.47
2459690.3134375,420.471
2459690.31349537,420.471
2459690.31355324,420.471
2459690.31361111,420.47
2459690.31366898,420.469
2459690.31372685,420.468
2459690.31378472,420.466
2459690.31384259,420.464
2459690.31390046,420.461
2459690.31396991,420.457
2459690.31402778,420.454
2459690.31408565,420.45
2459690.31414352,420.445
2459690.31421296,420.44
2459690.31427083,420.435
2459690.3143287,420.429
2459690.31438657,420.423
2459690.31444444,420.416
2459690.31450231,420.409
2459690.31456019,420.402
2459690.31461806,420.394
2459690.3146875,420.385
2459690.31474537,420.377
2459690.31480324,420.368
2459690.31486111,420.359
2459690.31493056,420.348
2459690.31498843,420.338
2459690.3150463,420.328
2459690.31510417,420.317
2459690.31517361,420.304
2459690.31523148,420.293
2459690.31528935,420.281
2459690.31534722,420.269
2459690.31540509,420.255
2459690.31546296,420.242
2459690.31552083,420.229
2459690.3155787,420.216
2459690.31564815,420.2
2459690.31570602,420.186
2459690.31576389,420.172
2459690.31582176,420.158
2459690.3158912,420.141
2459690.31594907,420.126
2459690.31600694,420.11
2459690.31606481,420.095
2459690.31612268,420.076
2459690.31618056,420.06
2459690.31623843,420.044
2459690.3162963,420.027
2459690.31636574,420.008
2459690.31642361,419.991
2459690.31648148,419.973
2459690.31653935,419.955
2459690.31659722,419.935
2459690.31665509,419.917
2459690.31671296,419.898
2459690.31677083,419.879
2459690.31684028,419.858
2459690.31689815,419.839
2459690.31695602,419.82
2459690.31701389,419.8
2459690.31708333,419.779
2459690.3171412,419.759
2459690.31719907,419.739
2459690.31725694,419.719
2459690.31731481,419.696
2459690.31737269,419.676
2459690.31743056,419.655
2459690.31748843,419.634
2459690.31755787,419.611
2459690.31761574,419.59
2459690.31767361,419.569
2459690.31773148,419.548
2459690.31778935,419.524
2459690.31784722,419.503
2459690.31790509,419.482
2459690.31796296,419.46
2459690.31803241,419.437
2459690.31809028,419.415
2459690.31814815,419.393
2459690.31820602,419.371
2459690.31826389,419.348
2459690.31832176,419.326
2459690.31837963,419.304
2459690.3184375,419.282
2459690.31849537,419.259
2459690.31855324,419.237
2459690.31861111,419.215
2459690.31866898,419.192
2459690.31873843,419.169
2459690.3187963,419.147
2459690.31885417,419.125
2459690.31891204,419.103
2459690.31896991,419.078
2459690.31902778,419.056
2459690.31908565,419.034
2459690.31914352,419.012
2459690.31921296,418.986
2459690.31927083,418.964
2459690.3193287,418.943
2459690.31938657,418.921
2459690.31945602,418.897
2459690.31951389,418.875
2459690.31957176,418.854
2459690.31962963,418.833
2459690.31969907,418.808
2459690.31975694,418.787
2459690.31981481,418.766
2459690.31987269,418.745
2459690.31994213,418.721
2459690.32,418.7
2459690.32005787,418.68
2459690.32011574,418.66
2459690.32018519,418.636
2459690.32024306,418.616
2459690.32030093,418.597
2459690.3203588,418.578
2459690.32041667,418.557
2459690.32047454,418.538
2459690.32053241,418.519
2459690.32059028,418.501
2459690.32065972,418.48
2459690.32071759,418.462
2459690.32077546,418.444
2459690.32083333,418.427
2459690.32090278,418.408
2459690.32096065,418.391
2459690.32101852,418.375
2459690.32107639,418.358
2459690.32113426,418.341
2459690.32119213,418.325
2459690.32125,418.31
2459690.32130787,418.295
2459690.32136574,418.278
2459690.32142361,418.264
2459690.32148148,418.25
2459690.32153935,418.236
2459690.3216088,418.221
2459690.32166667,418.207
2459690.32172454,418.194
2459690.32178241,418.182
2459690.32185185,418.168
2459690.32190972,418.157
2459690.32196759,418.145
2459690.32202546,418.134
2459690.32208333,418.122
2459690.3221412,418.112
2459690.32219907,418.102
2459690.32225694,418.093
2459690.32232639,418.082
2459690.32238426,418.074
2459690.32244213,418.066
2459690.3225,418.058
2459690.32256944,418.049
2459690.32262731,418.043
2459690.32268519,418.036
2459690.32274306,418.03
2459690.32280093,418.024
2459690.3228588,418.019
2459690.32291667,418.015
2459690.32297454,418.01
2459690.32304398,418.006
2459690.32310185,418.003
2459690.32315972,418.001
2459690.32321759,417.999
2459690.32328704,417.997
2459690.32334491,417.996
2459690.32340278,417.995
2459690.32346065,417.995
2459690.32353009,417.996
2459690.32358796,417.997
2459690.32364583,417.998
2459690.3237037,418.001
2459690.32376157,418.004
2459690.32381944,418.007
2459690.32387731,418.011
2459690.32393518,418.015
2459690.32400463,418.02
2459690.3240625,418.026
2459690.32412037,418.032
2459690.32417824,418.038
2459690.32424769,418.046
2459690.32430556,418.054
2459690.32436343,418.062
2459690.3244213,418.071
2459690.32447917,418.082
2459690.32453704,418.092
2459690.32459491,418.102
2459690.32465278,418.114
2459690.32472222,418.127
2459690.32478009,418.14
2459690.32483796,418.153
2459690.32489583,418.167
2459690.32496528,418.184
2459690.32502315,418.199
2459690.32508102,418.215
2459690.32513889,418.231
2459690.32520833,418.249
2459690.3252662,418.267
2459690.32532407,418.285
2459690.32538194,418.304
2459690.32543981,418.325
2459690.32549768,418.345
2459690.32555556,418.365
2459690.32561343,418.387
2459690.3256713,418.411
2459690.32572917,418.433
2459690.32578704,418.457
2459690.32584491,418.48
2459690.32591435,418.508
2459690.32597222,418.533
2459690.32603009,418.559
2459690.32608796,418.586
2459690.32615741,418.615
2459690.32621528,418.643
2459690.32627315,418.672
2459690.32633102,418.701
2459690.32638889,418.733
2459690.32644676,418.763
2459690.32650463,418.794
2459690.3265625,418.826
2459690.32663194,418.862
2459690.32668981,418.895
2459690.32674768,418.929
2459690.32680556,418.963
2459690.32686343,419.001
2459690.3269213,419.037
2459690.32697917,419.073
2459690.32703704,419.11
2459690.32710648,419.151
2459690.32716435,419.189
2459690.32722222,419.228
2459690.32728009,419.268
2459690.32733796,419.311
2459690.32739583,419.352
2459690.3274537,419.393
2459690.32751157,419.435
2459690.32756944,419.482
2459690.32762731,419.526
2459690.32768519,419.57
2459690.32774306,419.615
2459690.3278125,419.663
2459690.32787037,419.709
2459690.32792824,419.756
2459690.32798611,419.803
2459690.32804398,419.858
2459690.32810185,419.907
2459690.32815972,419.956
2459690.32821759,420.006
2459690.32828704,420.06
2459690.32834491,420.111
2459690.32840278,420.162
2459690.32846065,420.215
2459690.32851852,420.274
2459690.32857639,420.327
2459690.32863426,420.381
2459690.32869213,420.436
2459690.32876157,420.496
2459690.32881944,420.552
2459690.32887731,420.609
2459690.32893518,420.666
2459690.32899306,420.728
2459690.32905093,420.786
2459690.3291088,420.845
2459690.32916667,420.905
2459690.32922454,420.968
2459690.32928241,421.029
2459690.32934028,421.09
2459690.32939815,421.152
2459690.32946759,421.217
2459690.32952546,421.28
2459690.32958333,421.344
2459690.3296412,421.408
2459690.32969907,421.481
2459690.32975694,421.546
2459690.32981482,421.612
2459690.32987268,421.678
2459690.32994213,421.755
2459690.33,421.822
2459690.33005787,421.89
2459690.33011574,421.958
2459690.33017361,422.033
2459690.33023148,422.102
2459690.33028935,422.172
2459690.33034722,422.242
2459690.33041667,422.324
2459690.33047454,422.395
2459690.33053241,422.467
2459690.33059028,422.54
2459690.33065972,422.625
2459690.33071759,422.699
2459690.33077546,422.772
2459690.33083333,422.847
2459690.33090278,422.934
2459690.33096065,423.009
2459690.33101852,423.084
2459690.33107639,423.16
2459690.33114583,423.249
2459690.3312037,423.326
2459690.33126157,423.404
2459690.33131944,423.481
2459690.33137731,423.57
2459690.33143519,423.648
2459690.33149306,423.727
2459690.33155093,423.806
2459690.33162037,423.9
2459690.33167824,423.98
2459690.33173611,424.06
2459690.33179398,424.141
2459690.33186343,424.238
2459690.3319213,424.32
2459690.33197917,424.401
2459690.33203704,424.483
2459690.33210648,424.58
2459690.33216435,424.662
2459690.33222222,424.745
2459690.33228009,424.828
2459690.33234954,424.927
2459690.33240741,425.011
2459690.33246528,425.095
2459690.33252315,425.179
2459690.33259259,425.277
2459690.33265046,425.361
2459690.33270833,425.446
2459690.3327662,425.531
2459690.33283565,425.63
2459690.33289352,425.716
2459690.33295139,425.802
2459690.33300926,425.887
2459690.3330787,425.99
2459690.33313657,426.077
2459690.33319444,426.163
2459690.33325231,426.249
2459690.33332176,426.351
2459690.33337963,426.438
2459690.3334375,426.524
2459690.33349537,426.611
2459690.33355324,426.712
2459690.33361111,426.799
2459690.33366898,426.886
2459690.33372685,426.974
2459690.3337963,427.069
2459690.33385417,427.157
2459690.33391204,427.244
2459690.33396991,427.332
2459690.33402778,427.43
2459690.33408565,427.517
2459690.33414352,427.605
2459690.33420139,427.693
2459690.33427083,427.79
2459690.3343287,427.877
2459690.33438657,427.965
2459690.33444444,428.053
2459690.33451389,428.15
2459690.33457176,428.238
2459690.33462963,428.325
2459690.3346875,428.413
2459690.33474537,428.515
2459690.33480324,428.602
2459690.33486111,428.689
2459690.33491898,428.776
2459690.33498843,428.871
2459690.3350463,428.958
2459690.33510417,429.045
2459690.33516204,429.131
2459690.33521991,429.226
2459690.33527778,429.312
2459690.33533565,429.398
2459690.33539352,429.484
2459690.33546296,429.578
2459690.33552083,429.663
2459690.3355787,429.749
2459690.33563657,429.834
2459690.33569444,429.925
2459690.33575231,430.009
2459690.33581019,430.094
2459690.33586806,430.178
2459690.3359375,430.27
2459690.33599537,430.353
2459690.33605324,430.437
2459690.33611111,430.52
2459690.33616898,430.611
2459690.33622685,430.693
2459690.33628472,430.776
2459690.33634259,430.857
2459690.33641204,430.947
2459690.33646991,431.028
2459690.33652778,431.109
2459690.33658565,431.19
2459690.33664352,431.271
2459690.33670139,431.351
2459690.33675926,431.43
2459690.33681713,431.509
2459690.336875,431.588
2459690.33693287,431.666
2459690.33699074,431.744
2459690.33704861,431.822
2459690.33710648,431.899
2459690.33716435,431.975
2459690.33722222,432.051
2459690.33728009,432.127
2459690.33733796,432.202
2459690.33739583,432.277
2459690.3374537,432.352
2459690.33751157,432.426
2459690.33756944,432.499
2459690.33762732,432.572
2459690.33768518,432.644
2459690.33774306,432.716
2459690.33780093,432.788
2459690.3378588,432.858
2459690.33791667,432.929
2459690.33797454,432.999
2459690.33803241,433.068
2459690.33809028,433.136
2459690.33814815,433.205
2459690.33820602,433.272
2459690.33826389,433.339
2459690.33832176,433.406
2459690.33837963,433.471
2459690.3384375,433.536
2459690.33849537,433.601
2459690.33855324,433.665
2459690.33861111,433.728
2459690.33866898,433.791
2459690.33872685,433.853
2459690.33878472,433.915
2459690.33884259,433.975
2459690.33890046,434.036
2459690.33895833,434.095
2459690.3390162,434.154
2459690.33907407,434.212
2459690.33913194,434.27
2459690.33918981,434.326
2459690.33924769,434.382
2459690.33930556,434.438
2459690.33936343,434.492
2459690.3394213,434.546
2459690.33947917,434.6
2459690.33953704,434.652
2459690.33959491,434.704
2459690.33965278,434.755
2459690.33971065,434.805
2459690.33976852,434.855
2459690.33982639,434.903
2459690.33988426,434.951
2459690.33994213,434.999
2459690.34,435.045
2459690.34005787,435.091
2459690.34011574,435.136
2459690.34017361,435.18
2459690.34023148,435.223
2459690.34028935,435.265
2459690.34034722,435.307
2459690.34040509,435.348
2459690.34046296,435.388
2459690.34052083,435.427
2459690.3405787,435.466
2459690.34063657,435.503
2459690.34069444,435.54
2459690.34075231,435.576
2459690.34081019,435.611
2459690.34086806,435.645
2459690.34092593,435.679
2459690.3409838,435.711
2459690.34104167,435.743
2459690.34109954,435.774
2459690.34115741,435.804
2459690.34121528,435.833
2459690.34127315,435.861
2459690.34133102,435.888
2459690.34138889,435.915
2459690.34144676,435.94
2459690.34150463,435.965
2459690.3415625,435.988
2459690.34162037,436.011
2459690.34167824,436.033
2459690.34173611,436.054
2459690.34179398,436.074
2459690.34185185,436.093
2459690.34190972,436.112
2459690.34196759,436.129
2459690.34202546,436.145
2459690.34208333,436.161
2459690.3421412,436.176
2459690.34219907,436.189
2459690.34225694,436.202
2459690.34231481,436.214
2459690.34237268,436.225
2459690.34243056,436.235
2459690.34248843,436.244
2459690.3425463,436.252
2459690.34260417,436.259
2459690.34266204,436.265
2459690.34271991,436.27
2459690.34277778,436.274
2459690.34283565,436.278
2459690.34289352,436.28
2459690.34295139,436.281
2459690.34300926,436.282
2459690.34306713,436.281
2459690.343125,436.28
2459690.34318287,436.278
2459690.34324074,436.274
2459690.34329861,436.27
2459690.34335648,436.265
2459690.34341435,436.258
2459690.34347222,436.251
2459690.34353009,436.243
2459690.34358796,436.234
2459690.34364583,436.224
2459690.3437037,436.213
2459690.34376157,436.201
2459690.34381944,436.188
2459690.34387731,436.174
2459690.34393518,436.159
2459690.34399306,436.143
2459690.34405093,436.127
2459690.3441088,436.109
2459690.34416667,436.09
2459690.34422454,436.071
2459690.34428241,436.05
2459690.34434028,436.028
2459690.34439815,436.006
2459690.34445602,435.982
2459690.34451389,435.958
2459690.34457176,435.933
2459690.34462963,435.906
2459690.3446875,435.879
2459690.34474537,435.851
2459690.34480324,435.822
2459690.34486111,435.792
2459690.34491898,435.761
2459690.34497685,435.729
2459690.34503472,435.696
2459690.34509259,435.662
2459690.34515046,435.628
2459690.34520833,435.592
2459690.3452662,435.556
2459690.34532407,435.518
2459690.34538194,435.48
2459690.34543982,435.44
2459690.34549768,435.4
2459690.34555556,435.359
2459690.34561343,435.317
2459690.3456713,435.274
2459690.34572917,435.23
2459690.34578704,435.185
2459690.34584491,435.14
2459690.34590278,435.093
2459690.34596065,435.046
2459690.34601852,434.998
2459690.34607639,434.948
2459690.34613426,434.898
2459690.34619213,434.848
2459690.34625,434.796
2459690.34630787,434.743
2459690.34636574,434.69
2459690.34642361,434.635
2459690.34648148,434.58
2459690.34653935,434.524
2459690.34659722,434.467
2459690.34665509,434.41
2459690.34671296,434.351
2459690.34677083,434.292
2459690.3468287,434.232
2459690.34688657,434.171
2459690.34694444,434.109
2459690.34700231,434.046
2459690.34706019,433.983
2459690.34711806,433.919
2459690.34717593,433.854
2459690.3472338,433.788
2459690.34729167,433.721
2459690.34734954,433.654
2459690.34740741,433.586
2459690.34746528,433.517
2459690.34752315,433.448
2459690.34758102,433.377
2459690.34763889,433.306
2459690.34769676,433.234
2459690.34775463,433.162
2459690.3478125,433.089
2459690.34787037,433.015
2459690.34792824,432.94
2459690.34798611,432.865
2459690.34804398,432.788
2459690.34810185,432.712
2459690.34815972,432.634
2459690.34821759,432.556
2459690.34827546,432.477
2459690.34833333,432.398
2459690.3483912,432.318
2459690.34844907,432.237
2459690.34850694,432.156
2459690.34856481,432.073
2459690.34862268,431.991
2459690.34868056,431.908
2459690.34873843,431.824
2459690.3487963,431.739
2459690.34885417,431.654
2459690.34891204,431.568
2459690.34896991,431.482
2459690.34902778,431.395
2459690.34908565,431.308
2459690.34914352,431.22
2459690.34920139,431.131
2459690.34925926,431.042
2459690.34931713,430.953
2459690.349375,430.862
2459690.34943287,430.772
2459690.34949074,430.681
2459690.34954861,430.589
2459690.34960648,430.497
2459690.34966435,430.404
2459690.34972222,430.311
2459690.34978009,430.217
2459690.34983796,430.123
2459690.34989583,430.029
2459690.3499537,429.934
2459690.35001157,429.838
2459690.35006944,429.742
2459690.35012731,429.646
2459690.35018518,429.55
2459690.35024306,429.452
2459690.35030093,429.355
2459690.3503588,429.257
2459690.35041667,429.159
2459690.35047454,429.06
2459690.35053241,428.961
2459690.35059028,428.862
2459690.35064815,428.762
2459690.35070602,428.662
2459690.35076389,428.562
2459690.35082176,428.461
2459690.35087963,428.361
2459690.3509375,428.259
2459690.35099537,428.158
2459690.35105324,428.056
2459690.35111111,427.954
2459690.35116898,427.852
2459690.35122685,427.749
2459690.35128472,427.646
2459690.35134259,427.543
2459690.35140046,427.44
2459690.35145833,427.336
2459690.3515162,427.233
2459690.35157407,427.129
2459690.35163194,427.025
2459690.35168981,426.92
2459690.35174768,426.816
2459690.35180556,426.711
2459690.35186343,426.607
2459690.3519213,426.502
2459690.35197917,426.397
2459690.35203704,426.292
2459690.35209491,426.187
2459690.35215278,426.081
2459690.35221065,425.976
2459690.35226852,425.87
2459690.35232639,425.765
2459690.35238426,425.659
2459690.35244213,425.553
2459690.3525,425.448
2459690.35255787,425.342
2459690.35261574,425.236
2459690.35267361,425.13
2459690.35273148,425.024
2459690.35278935,424.918
2459690.35284722,424.813
2459690.35290509,424.707
2459690.35296296,424.601
2459690.35302083,424.495
2459690.3530787,424.39
2459690.35313657,424.284
2459690.35319444,424.178
2459690.35325231,424.073
2459690.35331018,423.967
2459690.35336806,423.862
2459690.35342593,423.757
2459690.3534838,423.652
2459690.35354167,423.546
2459690.35359954,423.442
2459690.35365741,423.337
2459690.35371528,423.232
2459690.35377315,423.128
2459690.35383102,423.024
2459690.35388889,422.919
2459690.35394676,422.816
2459690.35400463,422.712
2459690.3540625,422.608
2459690.35412037,422.505
2459690.35417824,422.402
2459690.35423611,422.299
2459690.35429398,422.196
2459690.35435185,422.094
2459690.35440972,421.992
2459690.35446759,421.89
2459690.35452546,421.788
2459690.35458333,421.687
2459690.3546412,421.586
2459690.35469907,421.485
2459690.35475694,421.385
2459690.35481481,421.285
2459690.35487269,421.185
2459690.35493056,421.085
2459690.35498843,420.986
2459690.3550463,420.887
2459690.35510417,420.789
2459690.35516204,420.691
2459690.35521991,420.593
2459690.35527778,420.496
2459690.35533565,420.399
2459690.35539352,420.302
2459690.35545139,420.206
2459690.35550926,420.11
2459690.35556713,420.015
2459690.355625,419.92
2459690.35568287,419.826
2459690.35574074,419.732
2459690.35579861,419.638
2459690.35585648,419.545
2459690.35591435,419.452
2459690.35597222,419.36
2459690.35603009,419.269
2459690.35608796,419.177
2459690.35614583,419.087
2459690.3562037,418.996
2459690.35626157,418.907
2459690.35631944,418.817
2459690.35637731,418.729
2459690.35643518,418.641
2459690.35649306,418.553
2459690.35655093,418.466
2459690.3566088,418.379
2459690.35666667,418.293
2459690.35672454,418.208
2459690.35678241,418.123
2459690.35684028,418.039
2459690.35689815,417.955
2459690.35695602,417.872
2459690.35701389,417.789
2459690.35707176,417.708
2459690.35712963,417.626
2459690.3571875,417.545
2459690.35724537,417.465
2459690.35730324,417.386
2459690.35736111,417.307
2459690.35741898,417.229
2459690.35747685,417.151
2459690.35753472,417.074
2459690.35759259,416.998
2459690.35765046,416.922
2459690.35770833,416.847
2459690.3577662,416.773
2459690.35782407,416.699
2459690.35788194,416.627
2459690.35793981,416.554
2459690.35799768,416.483
2459690.35805556,416.412
2459690.35811343,416.341
2459690.3581713,416.272
2459690.35822917,416.203
2459690.35828704,416.135
2459690.35834491,416.068
2459690.35840278,416.001
2459690.35846065,415.935
2459690.35851852,415.87
2459690.35857639,415.805
2459690.35863426,415.741
2459690.35869213,415.678
2459690.35875,415.616
2459690.35880787,415.554
2459690.35886574,415.494
2459690.35892361,415.434
2459690.35898148,415.374
2459690.35903935,415.316
2459690.35909722,415.258
2459690.35915509,415.201
2459690.35921296,415.144
2459690.35927083,415.089
2459690.3593287,415.034
2459690.35938657,414.98
2459690.35944444,414.927
2459690.35950231,414.875
2459690.35956018,414.823
2459690.35961806,414.772
2459690.35967593,414.722
2459690.3597338,414.673
2459690.35979167,414.624
2459690.35984954,414.577
2459690.35990741,414.53
2459690.35996528,414.484
2459690.36002315,414.438
2459690.36008102,414.394
2459690.36013889,414.35
2459690.36019676,414.307
2459690.36025463,414.265
2459690.3603125,414.223
2459690.36037037,414.183
2459690.36042824,414.143
2459690.36048611,414.104
2459690.36054398,414.066
2459690.36060185,414.029
2459690.36065972,413.992
2459690.36071759,413.957
2459690.36077546,413.922
2459690.36083333,413.888
2459690.3608912,413.854
2459690.36094907,413.822
2459690.36100694,413.79
2459690.36106481,413.759
2459690.36112268,413.729
2459690.36118056,413.7
2459690.36123843,413.672
2459690.3612963,413.644
2459690.36135417,413.617
2459690.36141204,413.591
2459690.36146991,413.566
2459690.36152778,413.542
2459690.36158565,413.518
2459690.36164352,413.495
2459690.36170139,413.473
2459690.36175926,413.452
2459690.36181713,413.432
2459690.361875,413.412
2459690.36193287,413.393
2459690.36199074,413.375
2459690.36204861,413.358
2459690.36210648,413.341
2459690.36216435,413.326
2459690.36222222,413.311
2459690.36228009,413.297
2459690.36233796,413.284
2459690.36239583,413.271
2459690.3624537,413.259
2459690.36251157,413.248
2459690.36256944,413.238
2459690.36262731,413.229
2459690.36268519,413.22
2459690.36274306,413.212
2459690.36280093,413.205
2459690.3628588,413.199
2459690.36291667,413.193
2459690.36297454,413.188
2459690.36303241,413.184
2459690.36309028,413.181
2459690.36314815,413.178
2459690.36320602,413.176
2459690.36326389,413.175
2459690.36332176,413.175
2459690.36337963,413.175
2459690.3634375,413.176
2459690.36349537,413.178
2459690.36355324,413.18
2459690.36361111,413.184
2459690.36366898,413.187
2459690.36372685,413.192
2459690.36378472,413.197
2459690.36384259,413.203
2459690.36390046,413.21
2459690.36395833,413.218
2459690.3640162,413.226
2459690.36407407,413.234
2459690.36413194,413.244
2459690.36418981,413.254
2459690.36424769,413.265
2459690.36430556,413.276
2459690.36436343,413.288
2459690.3644213,413.301
2459690.36447917,413.314
2459690.36453704,413.328
2459690.36459491,413.343
2459690.36465278,413.358
2459690.36471065,413.374
2459690.36476852,413.391
2459690.36482639,413.408
2459690.36488426,413.426
2459690.36494213,413.444
2459690.365,413.463
2459690.36505787,413.483
2459690.36511574,413.503
2459690.36517361,413.524
2459690.36523148,413.545
2459690.36528935,413.567
2459690.36534722,413.589
