JD	temp_h		sunlit
2459690.28321759	43.64		False
2459690.28315972	43.6		False
2459690.28310185	43.51		False
2459690.28304398	43.62		False
2459690.28298611	43.58		False
2459690.28292824	43.55		False
2459690.28287037	43.6		False
2459690.2828125	43.58		False
2459690.28275463	43.51		False
2459690.28269676	43.55		False
2459690.28263889	43.71		False
2459690.28258102	43.49		False
2459690.28252315	43.57		False
2459690.28246528	43.65		False
2459690.28240741	43.64		False
2459690.28234954	43.6		False
2459690.28229167	43.53		False
2459690.2822338	43.67		False
2459690.28217593	43.6		False
2459690.28211806	43.46		False
2459690.28206019	43.71		False
2459690.28200231	43.67		False
2459690.28194444	43.62		False
2459690.28188657	43.55		False
2459690.2818287	43.55		False
2459690.28177083	43.51		False
2459690.28171296	43.65		False
2459690.28165509	43.53		False
2459690.28159722	43.49		False
2459690.28153935	43.48		False
2459690.28148148	43.53		False
2459690.28142361	43.55		False
2459690.28136574	43.64		False
2459690.28130787	43.51		False
2459690.28125	43.48		False
2459690.28119213	43.62		False
2459690.28113426	43.55		False
2459690.28107639	43.51		False
2459690.28101852	43.53		False
2459690.28096065	43.55		False
2459690.28090278	43.49		False
2459690.28084491	43.57		False
2459690.28078704	43.49		False
2459690.28072917	43.57		False
2459690.2806713	43.51		False
2459690.28061343	43.53		False
2459690.28055556	43.62		False
2459690.28049769	43.55		False
2459690.28043981	43.57		False
2459690.28038194	43.53		False
2459690.28032407	43.55		False
2459690.2802662	43.65		False
2459690.28020833	43.55		False
2459690.28015046	43.58		False
2459690.28009259	43.55		False
2459690.28003472	43.65		False
2459690.27997685	43.46		False
2459690.27991898	43.55		False
2459690.27986111	43.55		False
2459690.27980324	43.58		False
2459690.27974537	43.64		False
2459690.2796875	43.57		False
2459690.27962963	43.42		False
2459690.27957176	43.55		False
2459690.27951389	43.55		False
2459690.27945602	43.57		False
2459690.27939815	43.58		False
2459690.27934028	43.62		False
2459690.27928241	43.53		False
2459690.27922454	43.62		False
2459690.27916667	43.58		False
2459690.2791088	43.55		False
2459690.27905093	43.55		False
2459690.27899306	43.53		False
2459690.27893519	43.6		False
2459690.27887731	43.53		False
2459690.27881944	43.58		False
2459690.27876157	43.49		False
2459690.2787037	43.62		False
2459690.27864583	43.53		False
2459690.27858796	43.62		False
2459690.27853009	43.51		False
2459690.27847222	43.51		False
2459690.27841435	43.57		False
2459690.27835648	43.62		False
2459690.27829861	43.58		False
2459690.27824074	43.51		False
2459690.27818287	43.46		False
2459690.278125	43.48		False
2459690.27806713	43.51		False
2459690.27800926	43.64		False
2459690.27795139	43.57		False
2459690.27789352	43.53		False
2459690.27783565	43.53		False
2459690.27777778	43.62		False
2459690.27771991	43.55		False
2459690.27766204	43.67		False
2459690.27760417	43.58		False
2459690.2775463	43.44		False
2459690.27748843	43.31		False
2459690.27743056	43.39		False
2459690.27737269	43.51		False
2459690.27731481	43.39		False
2459690.27725694	43.53		False
2459690.27719907	43.51		False
2459690.2771412	43.48		False
2459690.27708333	43.4		False
2459690.27702546	43.42		False
2459690.27696759	43.48		False
2459690.27690972	43.44		False
2459690.27685185	43.57		False
2459690.27679398	43.46		False
2459690.27673611	43.39		False
2459690.27667824	43.58		False
2459690.27662037	43.53		False
2459690.2765625	43.49		False
2459690.27650463	43.48		False
2459690.27644676	43.51		False
2459690.27638889	43.53		False
2459690.27633102	43.46		False
2459690.27627315	43.51		False
2459690.27621528	43.48		False
2459690.27615741	43.6		False
2459690.27609954	43.49		False
2459690.27604167	43.51		False
2459690.2759838	43.53		False
2459690.27592593	43.57		False
2459690.27586806	43.53		False
2459690.27581019	43.46		False
2459690.27575231	43.46		False
2459690.27569444	43.53		False
2459690.27563657	43.42		False
2459690.2755787	43.48		False
2459690.27552083	43.48		False
2459690.27546296	43.42		False
2459690.27540509	43.53		False
2459690.27534722	43.44		False
2459690.27528935	43.4		False
2459690.27523148	43.49		False
2459690.27517361	43.46		True
2459690.27511574	43.53		True
2459690.27505787	43.48		True
2459690.27494213	43.42		True
2459690.27488426	43.4		True
2459690.27482639	43.51		True
2459690.27476852	43.44		True
2459690.27471065	43.44		True
2459690.27465278	43.42		True
2459690.27459491	43.46		True
2459690.27453704	43.37		True
2459690.27447917	43.48		True
2459690.2744213	43.53		True
2459690.27436343	43.44		True
2459690.27430556	43.53		True
2459690.27424769	43.44		True
2459690.27418981	43.39		True
2459690.27413194	43.42		True
2459690.27407407	43.49		True
2459690.2740162	43.49		True
2459690.27395833	43.4		True
2459690.27390046	43.51		True
2459690.27384259	43.46		True
2459690.27378472	43.35		True
2459690.27372685	43.49		True
2459690.27366898	43.49		True
2459690.27361111	43.44		True
2459690.27355324	43.51		True
2459690.27349537	43.37		True
2459690.2734375	43.49		True
2459690.27337963	43.42		True
2459690.27332176	43.42		True
2459690.27326389	43.49		True
2459690.27320602	43.31		True
2459690.27314815	43.44		True
2459690.27309028	43.4		True
2459690.27303241	43.44		True
2459690.27297454	43.31		True
2459690.27291667	43.33		True
2459690.2728588	43.48		True
2459690.27280093	43.39		True
2459690.27274306	43.39		True
2459690.27268519	43.49		True
2459690.27262731	43.44		True
2459690.27256944	43.49		True
2459690.27251157	43.37		True
2459690.2724537	43.3		True
2459690.27239583	43.44		True
2459690.27233796	43.42		True
2459690.27228009	43.55		True
2459690.27222222	43.42		True
2459690.27216435	43.51		True
2459690.27210648	43.58		True
2459690.27204861	43.48		True
2459690.27199074	43.49		True
2459690.2719213	43.46		True
2459690.27186343	43.42		True
2459690.27180556	43.48		True
2459690.27174768	43.49		True
2459690.27168981	43.44		True
2459690.27163194	43.4		True
2459690.27157407	43.37		True
2459690.2715162	43.42		True
2459690.27144676	43.55		True
2459690.27138889	43.4		True
2459690.27133102	43.48		True
2459690.27127315	43.46		True
2459690.27121528	43.44		True
2459690.27115741	43.44		True
2459690.27109954	43.31		True
2459690.27104167	43.4		True
2459690.27097222	43.49		True
2459690.27091435	43.48		True
2459690.27085648	43.37		True
2459690.27079861	43.46		True
2459690.27074074	43.4		True
2459690.27068287	43.37		True
2459690.270625	43.48		True
2459690.27056713	43.39		True
2459690.27049769	43.51		True
2459690.27043981	43.37		True
2459690.27038194	43.37		True
2459690.27032407	43.28		True
2459690.2702662	43.46		True
2459690.27020833	43.48		True
2459690.27015046	43.44		True
2459690.27009259	43.33		True
2459690.27002315	43.39		True
2459690.26996528	43.42		True
2459690.26990741	43.46		True
2459690.26984954	43.31		True
2459690.26979167	43.42		True
2459690.2697338	43.3		True
2459690.26967593	43.24		True
2459690.26961806	43.4		True
2459690.26954861	43.48		True
2459690.26949074	43.4		True
2459690.26943287	43.39		True
2459690.269375	43.44		True
2459690.26930556	43.31		True
2459690.26924769	43.4		True
2459690.26918981	43.44		True
2459690.26913194	43.31		True
2459690.2690625	43.39		True
2459690.26900463	43.44		True
2459690.26894676	43.42		True
2459690.26888889	43.44		True
2459690.26881944	43.31		True
2459690.26876157	43.33		True
2459690.2687037	43.33		True
2459690.26864583	43.37		True
2459690.26857639	43.31		True
2459690.26851852	43.4		True
2459690.26846065	43.31		True
2459690.26840278	43.39		True
2459690.26834491	43.33		True
2459690.26828704	43.39		True
2459690.26822917	43.33		True
2459690.2681713	43.26		True
2459690.26810185	43.42		True
2459690.26804398	43.31		True
2459690.26798611	43.4		True
2459690.26792824	43.31		True
2459690.2678588	43.31		True
2459690.26780093	43.24		True
2459690.26774306	43.4		True
2459690.26768519	43.48		True
2459690.26761574	43.35		True
2459690.26755787	43.26		True
2459690.2675	43.33		True
2459690.26744213	43.33		True
2459690.26737268	43.28		True
2459690.26731481	43.37		True
2459690.26725694	43.37		True
2459690.26719907	43.39		True
2459690.26712963	43.35		True
2459690.26707176	43.31		True
2459690.26701389	43.28		True
2459690.26695602	43.28		True
2459690.26688657	43.3		True
2459690.2668287	43.26		True
2459690.26677083	43.23		True
2459690.26671296	43.42		True
2459690.26665509	43.4		True
2459690.26659722	43.39		True
2459690.26653935	43.23		True
2459690.26648148	43.33		True
2459690.26641204	43.4		True
2459690.26635417	43.26		True
2459690.2662963	43.26		True
2459690.26623843	43.3		True
2459690.26616898	43.26		True
2459690.26611111	43.26		True
2459690.26605324	43.33		True
2459690.26599537	43.31		True
2459690.26592593	43.23		True
2459690.26586806	43.24		True
2459690.26581019	43.26		True
2459690.26575231	43.21		True
2459690.26569444	43.26		True
2459690.26563657	43.3		True
2459690.2655787	43.39		True
2459690.26552083	43.24		True
2459690.26545139	43.3		True
2459690.26539352	43.19		True
2459690.26533565	43.26		True
2459690.26527778	43.26		True
2459690.26520833	43.39		True
2459690.26515046	43.24		True
2459690.26509259	43.31		True
2459690.26503472	43.24		True
2459690.26497685	43.3		True
2459690.26491898	43.24		True
2459690.26486111	43.42		True
2459690.26480324	43.19		True
2459690.2647338	43.28		True
2459690.26467593	43.17		True
2459690.26461806	43.26		True
2459690.26456019	43.23		True
2459690.26449074	43.17		True
2459690.26443287	43.23		True
2459690.264375	43.24		True
2459690.26431713	43.3		True
2459690.26424769	43.19		True
2459690.26418981	43.26		True
2459690.26413194	43.26		True
2459690.26407407	43.23		True
2459690.2640162	43.24		True
2459690.26395833	43.19		True
2459690.26390046	43.3		True
2459690.26384259	43.21		True
2459690.26377315	43.26		True
2459690.26371528	43.26		True
2459690.26365741	43.26		True
2459690.26359954	43.3		True
2459690.26354167	43.26		True
2459690.2634838	43.24		True
2459690.26342593	43.12		True
2459690.26336806	43.24		True
2459690.26329861	43.17		True
2459690.26324074	43.21		True
2459690.26318287	43.23		True
2459690.263125	43.23		True
2459690.26306713	43.33		True
2459690.26300926	43.26		True
2459690.26295139	43.21		True
2459690.26289352	43.28		True
2459690.26282407	43.17		True
2459690.2627662	43.14		True
2459690.26270833	43.15		True
2459690.26265046	43.24		True
2459690.26259259	43.14		True
2459690.26253472	43.21		True
2459690.26247685	43.12		True
2459690.26241898	43.14		True
2459690.26234954	43.17		True
2459690.26229167	43.19		True
2459690.2622338	43.21		True
2459690.26217593	43.12		True
2459690.26210648	43.15		True
2459690.26204861	43.14		True
2459690.26199074	43.15		True
2459690.26193287	43.15		True
2459690.26186343	43.15		True
2459690.26180556	43.1		True
2459690.26174769	43.14		True
2459690.26168981	43.15		True
2459690.26163194	43.19		True
2459690.26157407	43.17		True
2459690.2615162	43.19		True
2459690.26145833	43.14		True
2459690.26138889	43.12		True
2459690.26133102	43.1		True
2459690.26127315	43.12		True
2459690.26121528	43.14		True
2459690.26114583	43.23		True
2459690.26108796	43.12		True
2459690.26103009	43.06		True
2459690.26097222	43.17		True
2459690.26091435	43.08		True
2459690.26085648	43.14		True
2459690.26079861	43.06		True
2459690.26074074	43.12		True
2459690.2606713	43.14		True
2459690.26061343	43.1		True
2459690.26055556	43.23		True
2459690.26049768	43.1		True
2459690.26042824	43.1		True
2459690.26037037	43.05		True
2459690.2603125	43.17		True
2459690.26025463	43.21		True
2459690.26018519	43.05		True
2459690.26012731	43.03		True
2459690.26006944	43.05		True
2459690.26001157	43.08		True
2459690.2599537	43.1		True
2459690.25989583	43.03		True
2459690.25983796	43.08		True
2459690.25978009	43.1		True
2459690.25971065	43.12		True
2459690.25965278	42.96		True
2459690.25959491	43.05		True
2459690.25953704	43.01		True
2459690.25946759	43.08		True
2459690.25940972	43.1		True
2459690.25935185	43.01		True
2459690.25929398	43.01		True
2459690.25923611	43.12		True
2459690.25917824	43.01		True
2459690.25912037	43.08		True
2459690.2590625	42.99		True
2459690.25899306	43.01		True
2459690.25893518	42.99		True
2459690.25887731	43.05		True
2459690.25881944	43.08		True
2459690.25875	43.06		True
2459690.25869213	43.01		True
2459690.25863426	43.06		True
2459690.25857639	43.01		True
2459690.25851852	43.01		True
2459690.25846065	42.96		True
2459690.25840278	43.01		True
2459690.25834491	43.08		True
2459690.25827546	43.01		True
2459690.25821759	42.97		True
2459690.25815972	42.99		True
2459690.25810185	42.97		True
2459690.25804398	42.99		True
2459690.25798611	43.01		True
2459690.25792824	43.03		True
2459690.25787037	43.01		True
2459690.25780093	43.14		True
2459690.25774306	42.97		True
2459690.25768519	42.99		True
2459690.25762731	42.88		True
2459690.25755787	43.01		True
2459690.2575	42.99		True
2459690.25744213	42.97		True
2459690.25738426	42.97		True
2459690.25731481	43.05		True
2459690.25725694	42.99		True
2459690.25719907	43.03		True
2459690.2571412	42.87		True
2459690.25708333	42.9		True
2459690.25702546	42.97		True
2459690.25696759	42.92		True
2459690.25690972	42.88		True
2459690.25685185	42.87		True
2459690.25679398	42.85		True
2459690.25673611	42.96		True
2459690.25667824	42.88		True
2459690.2566088	42.97		True
2459690.25655093	42.96		True
2459690.25649306	42.88		True
2459690.25643519	42.99		True
2459690.25636574	42.87		True
2459690.25630787	42.85		True
2459690.25625	43.01		True
2459690.25619213	42.83		True
2459690.25613426	42.85		True
2459690.25607639	42.87		True
2459690.25601852	42.88		True
2459690.25596065	42.87		True
2459690.2558912	42.88		True
2459690.25583333	42.88		True
2459690.25577546	42.92		True
2459690.25571759	42.8		True
2459690.25565972	42.87		True
2459690.25560185	42.83		True
2459690.25554398	42.85		True
2459690.25548611	42.87		True
2459690.25541667	42.85		True
2459690.2553588	42.99		True
2459690.25530093	42.87		True
2459690.25524306	42.88		True
2459690.25518519	42.87		True
2459690.25512731	42.85		True
2459690.25506944	42.9		True
2459690.25501157	42.83		True
2459690.25494213	42.94		True
2459690.25488426	42.85		True
2459690.25482639	42.9		True
2459690.25476852	42.76		True
2459690.25469907	42.72		True
2459690.2546412	42.81		True
2459690.25458333	42.62		True
2459690.25452546	42.8		True
2459690.25445602	42.72		True
2459690.25439815	42.85		True
2459690.25434028	42.8		True
2459690.25428241	42.85		True
2459690.25422454	42.81		True
2459690.25416667	42.76		True
2459690.2541088	42.71		True
2459690.25405093	42.74		True
2459690.25398148	42.69		True
2459690.25392361	42.71		True
2459690.25386574	42.81		True
2459690.25380787	42.71		True
2459690.25373843	42.81		True
2459690.25368056	42.69		True
2459690.25362269	42.74		True
2459690.25356481	42.72		True
2459690.25350694	42.69		True
2459690.25344907	42.63		True
2459690.2533912	42.74		True
2459690.25333333	42.67		True
2459690.25326389	42.62		True
2459690.25320602	42.58		True
2459690.25314815	42.69		True
2459690.25309028	42.72		True
2459690.25303241	42.62		True
2459690.25297454	42.62		True
2459690.25291667	42.76		True
2459690.2528588	42.71		True
2459690.25280093	42.74		True
2459690.25274306	42.72		True
2459690.25268518	42.72		True
2459690.25262732	42.56		True
2459690.25255787	42.67		True
2459690.2525	42.65		True
2459690.25244213	42.65		True
2459690.25238426	42.6		True
2459690.25231481	42.54		True
2459690.25225694	42.65		True
2459690.25219907	42.56		True
2459690.2521412	42.65		True
2459690.25208333	42.56		True
2459690.25202546	42.49		True
2459690.25196759	42.56		True
2459690.25190972	42.54		True
2459690.25184028	42.54		True
2459690.25178241	42.53		True
2459690.25172454	42.54		True
2459690.25166667	42.56		True
2459690.25159722	42.53		True
2459690.25153935	42.45		True
2459690.25148148	42.53		True
2459690.25142361	42.51		True
2459690.25135417	42.53		True
2459690.2512963	42.44		True
2459690.25123843	42.4		True
2459690.25118056	42.53		True
2459690.25112268	42.42		True
2459690.25106481	42.51		True
2459690.25100694	42.45		True
2459690.25094907	42.51		True
2459690.25087963	42.53		True
2459690.25082176	42.44		True
2459690.25076389	42.53		True
2459690.25070602	42.49		True
2459690.25063657	42.47		True
2459690.2505787	42.45		True
2459690.25052083	42.33		True
2459690.25046296	42.4		True
2459690.25039352	42.35		True
2459690.25033565	42.44		True
2459690.25027778	42.35		True
2459690.25021991	42.35		True
2459690.25015046	42.4		True
2459690.25009259	42.44		True
2459690.25003472	42.31		True
2459690.24997685	42.45		True
2459690.24990741	42.24		True
2459690.24984954	42.44		True
2459690.24979167	42.29		True
2459690.2497338	42.28		True
2459690.24966435	42.4		True
2459690.24960648	42.29		True
2459690.24954861	42.26		True
2459690.24949074	42.4		True
2459690.2494213	42.42		True
2459690.24936343	42.33		True
2459690.24930556	42.24		True
2459690.24924768	42.28		True
2459690.24917824	42.2		True
2459690.24912037	42.35		True
2459690.2490625	42.24		True
2459690.24900463	42.35		True
2459690.24893519	42.13		True
2459690.24887731	42.33		True
2459690.24881944	42.2		True
2459690.24876157	42.19		True
2459690.24869213	42.17		True
2459690.24863426	42.17		True
2459690.24857639	42.15		True
2459690.24851852	42.29		True
2459690.24844907	42.11		True
2459690.2483912	42.22		True
2459690.24833333	42.22		True
2459690.24827546	42.13		True
2459690.24820602	42.2		True
2459690.24814815	42.17		True
2459690.24809028	42.11		True
2459690.24803241	42.26		True
2459690.24796296	42.13		True
2459690.24790509	42.13		True
2459690.24784722	42.17		True
2459690.24778935	42.2		True
2459690.24773148	42.19		True
2459690.24767361	42.06		True
2459690.24761574	42.24		True
2459690.24755787	42.1		True
2459690.24748843	42.08		True
2459690.24743056	41.97		True
2459690.24737269	42.1		True
2459690.24731481	42.1		True
2459690.24725694	42.22		True
2459690.24719907	41.95		True
2459690.2471412	42.1		True
2459690.24708333	42.04		True
2459690.24701389	42.08		True
2459690.24695602	42.03		True
2459690.24689815	41.95		True
2459690.24684028	42.06		True
2459690.24677083	41.92		True
2459690.24671296	42.08		True
2459690.24665509	42.06		True
2459690.24659722	42.06		True
2459690.24653935	41.95		True
2459690.24648148	42.03		True
2459690.24642361	42.03		True
2459690.24636574	41.94		True
2459690.24630787	41.95		True
2459690.24625	41.97		True
2459690.24619213	41.88		True
2459690.24613426	41.92		True
2459690.24606481	42.01		True
2459690.24600694	41.95		True
2459690.24594907	41.79		True
2459690.2458912	41.88		True
2459690.24583333	41.92		True
2459690.24577546	41.77		True
2459690.24571759	41.81		True
2459690.24565972	41.88		True
2459690.24559028	41.81		True
2459690.24553241	41.81		True
2459690.24547454	41.95		True
2459690.24541667	41.81		True
2459690.2453588	41.92		True
2459690.24530093	41.85		True
2459690.24524306	41.9		True
2459690.24518519	41.72		True
2459690.24511574	41.74		True
2459690.24505787	41.74		True
2459690.24494213	41.7		True
2459690.24487268	41.67		True
2459690.24481481	41.76		True
2459690.24475694	41.72		True
2459690.24469907	41.65		True
2459690.2446412	41.74		True
2459690.24458333	41.63		True
2459690.24452546	41.63		True
2459690.24446759	41.68		True
2459690.24439815	41.76		True
2459690.24434028	41.7		True
2459690.24428241	41.72		True
2459690.24422454	41.6		True
2459690.24415509	41.61		True
2459690.24409722	41.61		True
2459690.24403935	41.63		True
2459690.24398148	41.63		True
2459690.24391204	41.49		True
2459690.24385417	41.61		True
2459690.2437963	41.54		True
2459690.24373843	41.51		True
2459690.24368056	41.65		True
2459690.24362269	41.51		True
2459690.24356481	41.42		True
2459690.24350694	41.45		True
2459690.2434375	41.47		True
2459690.24337963	41.42		True
2459690.24332176	41.51		True
2459690.24326389	41.43		True
2459690.24319444	41.34		True
2459690.24313657	41.29		True
2459690.2430787	41.38		True
2459690.24302083	41.38		True
2459690.24296296	41.31		True
2459690.24290509	41.31		True
2459690.24284722	41.47		True
2459690.24278935	41.33		True
2459690.24273148	41.34		True
2459690.24267361	41.4		True
2459690.24261574	41.4		True
2459690.24255787	41.31		True
2459690.24248843	41.26		True
2459690.24243056	41.31		True
2459690.24237269	41.24		True
2459690.24231481	41.29		True
2459690.24225694	41.18		True
2459690.24219907	41.24		True
2459690.2421412	41.33		True
2459690.24208333	41.27		True
2459690.24202546	41.2		True
2459690.24196759	41.26		True
2459690.24190972	41.24		True
2459690.24185185	41.29		True
2459690.24178241	41.13		True
2459690.24172454	41.24		True
2459690.24166667	41.33		True
2459690.2416088	41.29		True
2459690.24155093	41.18		True
2459690.24149306	41.27		True
2459690.24143518	41.31		True
2459690.24137732	41.09		True
2459690.24131944	41.18		True
2459690.24126157	41.18		True
2459690.2412037	41.15		True
2459690.24114583	41.24		True
